424.311 	454.137 	83.5405 	637.752 	79.8169 	91.8468 	648.033 	837.199 	92.246 	
424.329 	454.175 	83.5987 	637.75 	79.8795 	91.8591 	647.97 	837.398 	92.2419 	
424.412 	454.209 	83.5852 	637.731 	79.8799 	91.8778 	647.994 	837.394 	92.2789 	
424.454 	454.26 	83.5645 	637.737 	79.8873 	91.8847 	647.985 	837.343 	92.2669 	
424.443 	454.258 	83.5442 	637.744 	79.8942 	91.8761 	647.992 	837.341 	92.2206 	
424.503 	454.263 	83.5308 	637.762 	79.8402 	91.8496 	648.007 	837.319 	92.1723 	
424.963 	454.985 	83.3894 	637.859 	79.8604 	91.8319 	648.115 	837.358 	92.1692 	
426.521 	455.848 	84.32 	638.226 	79.8353 	91.7794 	648.455 	837.359 	92.1454 	
428.307 	459.137 	84.3663 	638.181 	79.744 	91.7156 	648.335 	837.412 	92.0873 	
429 	462.502 	84.7656 	638.173 	79.7201 	91.7385 	648.108 	837.449 	92.1788 	
430.743 	470.192 	85.3606 	638.137 	79.7176 	91.7585 	648.27 	837.381 	92.0877 	
432.033 	481.626 	86.4065 	638.1 	79.7596 	91.7745 	648.275 	837.354 	92.1692 	
433.315 	498.258 	86.7087 	638.128 	79.7274 	91.7932 	648.288 	837.36 	92.1362 	
434.149 	512.407 	86.7682 	638.105 	79.7999 	91.8439 	648.243 	837.365 	92.2398 	
435.743 	526.757 	87.1742 	638.096 	79.838 	91.8611 	648.229 	837.324 	92.2575 	
437.176 	541.993 	87.4389 	638.073 	79.8415 	91.8625 	648.349 	837.543 	92.1447 	
437.691 	558.688 	87.1403 	638.069 	79.8586 	91.8659 	648.229 	837.347 	92.2281 	
437.718 	576.389 	87.6573 	638.083 	79.8169 	91.8613 	648.226 	837.359 	92.2201 	
437.245 	593.478 	87.6575 	638.103 	79.7801 	91.8538 	648.249 	837.321 	92.1877 	
436.648 	610.4 	87.9661 	638.115 	79.7472 	91.8206 	648.24 	837.33 	92.1585 	
435.308 	626.43 	87.948 	638.128 	79.6777 	91.7362 	648.238 	837.348 	92.1136 	
434.212 	641.38 	88.139 	638.135 	79.6668 	91.7762 	648.261 	837.344 	92.1325 	
432.949 	653.619 	88.3944 	638.149 	79.6712 	91.7623 	648.268 	837.364 	92.0836 	
431.077 	663.573 	89.1841 	638.147 	79.6838 	91.7604 	648.249 	837.306 	92.13 	
428.96 	671.575 	90.6986 	638.14 	79.6943 	91.7807 	648.275 	837.344 	92.126 	
426.329 	682.836 	93.6605 	638.14 	79.6966 	91.7898 	648.244 	837.366 	92.1845 	
424.436 	700.967 	96.9978 	638.102 	79.7762 	91.8174 	648.242 	837.331 	92.2333 	
424.833 	721.312 	97.9158 	638.104 	79.7655 	91.8067 	648.23 	837.316 	92.2037 	
424.321 	740.044 	91.1297 	638.102 	79.8094 	91.8539 	648.282 	837.353 	92.2346 	
426.778 	745.427 	88.9402 	638.109 	79.825 	91.8729 	648.27 	837.369 	92.1882 	
427.359 	752.712 	88.4651 	638.101 	79.838 	91.8675 	648.305 	837.357 	92.1923 	
426.147 	764.02 	89.1667 	638.11 	79.8332 	91.869 	648.29 	837.336 	92.1856 	
422.834 	775.589 	89.7056 	638.101 	79.818 	91.8498 	648.238 	837.369 	92.1869 	
420.314 	785.272 	89.0366 	638.134 	79.8084 	91.8523 	648.249 	837.368 	92.1822 	
420.269 	779.264 	91.0917 	638.131 	79.7091 	91.7832 	648.272 	837.313 	92.1565 	
420.882 	773.71 	91.1424 	638.159 	79.6584 	91.7647 	648.275 	837.296 	92.1209 	
423.662 	760.848 	93.5982 	638.137 	79.6852 	91.7708 	648.281 	837.325 	92.1005 	
427.882 	739.526 	97.8888 	638.163 	79.6274 	91.7515 	648.265 	837.309 	92.102 	
431.501 	716.448 	100.247 	638.167 	79.6612 	91.7547 	648.287 	837.334 	92.1391 	
433.352 	693.932 	97.4773 	638.137 	79.6788 	91.7794 	648.273 	837.335 	92.1572 	
434.289 	671.074 	94.057 	638.133 	79.7228 	91.7882 	648.266 	837.338 	92.1647 	
434.758 	651.11 	89.9147 	638.097 	79.7998 	91.858 	648.237 	837.305 	92.2614 	
434.583 	637.799 	88.8316 	638.098 	79.7838 	91.8695 	648.248 	837.291 	92.2075 	
435.91 	626.984 	88.976 	638.113 	79.8095 	91.8852 	648.254 	837.324 	92.201 	
436.822 	608.398 	89.0364 	638.083 	79.8154 	91.8712 	648.235 	837.318 	92.2276 	
437.562 	585.522 	88.5791 	638.122 	79.8012 	91.8745 	648.267 	837.32 	92.1977 	
437.511 	560.701 	88.0917 	638.122 	79.7768 	91.8492 	648.231 	837.312 	92.2138 	
437.46 	540.263 	87.7231 	638.143 	79.6756 	91.792 	648.225 	837.297 	92.1444 	
437.215 	521.289 	87.6222 	638.158 	79.6351 	91.7388 	648.241 	837.306 	92.1102 	
437.53 	500.702 	87.748 	638.158 	79.6455 	91.7493 	648.262 	837.312 	92.1103 	
