0.162133 	0.699107 	-0.47851 	-0.114005 	550.149 	0.758527 	199.889 	-0.0201294 	0.815578 	569.213 	239.27 	29.6151 	749.818 	-0.216336 	-0.0422838 	
0.149796 	0.690434 	-0.438503 	-0.113681 	550.084 	0.617721 	199.709 	-0.0957702 	0.75728 	568.373 	238.615 	29.211 	749.779 	-0.259247 	-0.118918 	
0.144833 	0.692001 	-0.460904 	-0.136759 	550.035 	0.553326 	199.707 	-0.0974565 	0.749681 	568.318 	238.65 	29.2765 	749.796 	-0.260795 	-0.117441 	
0.153772 	0.697146 	-0.46883 	-0.194421 	550.114 	0.585341 	199.715 	-0.0991204 	0.779146 	568.397 	238.741 	29.0552 	749.689 	-0.273973 	-0.0571029 	
0.126891 	0.741458 	-0.377957 	-0.191868 	550.095 	0.596121 	199.701 	-0.0984469 	0.772027 	567.807 	238.291 	29.0944 	749.661 	-0.225157 	0.00601771 	
0.145372 	0.684207 	-0.456836 	-0.190647 	550.093 	0.616005 	199.72 	-0.114444 	0.75614 	567.637 	239.18 	29.1918 	749.691 	-0.282961 	-0.0832795 	
0.14783 	0.68918 	-0.4632 	-0.12878 	550.046 	0.483285 	199.817 	-0.138979 	0.599383 	580.498 	236.316 	40.3334 	749.674 	-0.302445 	-0.0784536 	
0.127293 	0.758101 	-0.3874 	-0.194398 	550.096 	0.586151 	199.699 	-0.0853707 	0.746191 	0 	0 	0 	749.797 	-0.264234 	-0.128267 	
0.158942 	0.678891 	-0.465282 	-0.187537 	550.09          0.572452 	199.704 	-0.106874 	0.735057 	676.993 	225.891 	41.3645 	749.788 	-0.285376 	-0.118073 	
0.154761 	0.694791 	-0.48241 	-0.193554 	550.045 	0.482541 	199.805 	-0.136571 	0.601878 	586.722 	292.024 	30.2549 	749.69 	-0.292365 	-0.0816923 	
0.16892 	0.698552 	-0.467433 	-0.178089 	550.121 	0.558325 	199.703 	-0.0733325 	0.720672 	499.251 	347.523 	29.43 	749.71 	-0.273327 	-0.0793564 	
0.109547 	0.639477 	-0.507681 	-0.178181 	550.106 	0.562425 	199.716 	-0.0969711 	0.741136 	416.353 	385.59 	29.9951 	749.694 	-0.278445 	-0.0873866 	
0.146157 	0.697988 	-0.499264 	-0.185083 	550.096 	0.535912 	199.805 	-0.037237 	0.483825 	343.081 	411.934 	29.944 	749.688 	-0.292264 	-0.0848883 	
0.156698 	0.702847 	-0.48063 	-0.184296 	550.078 	0.457051 	199.815 	-0.125559 	0.59665 	277.131 	414.762 	28.5835 	749.802 	-0.256296 	-0.133815 	
0.123444 	0.724288 	-0.406108 	-0.198465 	550.058 	0.467474 	199.827 	-0.141079 	0.619372 	221.105 	423.745 	28.6778 	749.788 	-0.262355 	-0.125295 	
0.13784 	0.679902 	-0.482407 	-0.19351 	550.049 	0.455927 	199.809 	-0.129473 	0.589149 	181.232 	424.611 	29.2411 	749.791 	-0.267367 	-0.137326 	
0.14628 	0.683425 	-0.45635 	-0.187981 	550.056 	0.482944 	199.688 	0.0158605 	0.614797 	165.575 	418.855 	31.3957 	749.799 	-0.26721 	-0.133054 	
0.152413 	0.682087 	-0.465888 	-0.191175 	550.063 	0.478308 	199.831 	-0.14323 	0.604177 	165.375 	418.219 	31.4469 	749.826 	-0.229898 	-0.0648359 	
0.148675 	0.699155 	-0.476204 	-0.205956 	550.065 	0.457978 	199.805 	-0.0349375 	0.462339 	164.058 	417.835 	31.8981 	749.787 	-0.268881 	-0.145179 	
0.121143 	0.642424 	-0.537239 	-0.199045 	550.066 	0.464267 	199.801 	-0.0131212 	0.471918 	163.562 	417.016 	33.0863 	749.807 	-0.275031 	-0.140889 	
0.146678 	0.67351 	-0.43958 	-0.177692 	550.048 	0.47766 	199.718 	-0.0922607 	0.721433 	164.454 	414.388 	31.6674 	749.873 	-0.308912 	-0.172585 	
