-0.594803 	0.144157 	-0.513429 	-1.21393 	549.556 	0.547486 	199.184 	-0.028907 	0.62422 	504.121 	318.174 	27.3372 	748.985 	0.236896 	0.0852582 	
-0.652458 	0.179973 	-0.474018 	-1.22033 	549.56          0.538344 	199.207 	-0.0218986 	0.583638 	504.116 	318.159 	27.3645 	748.884 	0.25124 	0.185965 	
-0.634465 	0.189976 	-0.496348 	-1.26345 	549.681 	0.622016 	199.254 	-0.0224405 	0.60088 	504.171 	318.141 	27.3856 	748.989 	0.215145 	0.103119 	
-0.654764 	0.167448 	-0.469069 	-1.18477 	549.642 	0.614658 	199.223 	-0.0155451 	0.580471 	504.184 	318.16 	27.371 	748.971 	0.243243 	0.0838762 	
-0.647772 	0.190596 	-0.491953 	-1.19354 	549.629 	0.613382 	199.208 	-0.0237805 	0.575372 	504.123 	318.175 	27.3364 	748.987 	0.240102 	0.0900364 	
-0.636209 	0.16771 	-0.484402 	-1.19733 	549.634 	0.621442 	199.274 	-0.0276837 	0.603191 	504.142 	318.167 	27.3271 	748.984 	0.241221 	0.080174 	
-0.640914 	0.168061 	-0.480793 	-1.24962 	549.534 	0.665633 	199.233 	-0.0364548 	0.626748 	504.112 	318.157 	27.3279 	748.911 	0.18204 	0.108908 	
-0.6548 	0.197477 	-0.488618 	-1.22046 	549.544 	0.554915 	199.193 	-0.0263618 	0.590026 	504.118 	318.158 	27.3405 	748.9 	0.274295 	0.176318 	
-0.660496 	0.166029 	-0.479375 	-1.21935 	549.563 	0.540202 	199.19          -0.0428828 	0.615579 	504.12 	318.145 	27.3393 	748.889 	0.255308 	0.171445 	
-0.632459 	0.159376 	-0.461774 	-1.24653 	549.629 	0.557595 	199.192 	-0.0239611 	0.604511 	504.116 	318.155 	27.351 	748.954 	0.309723 	0.232153 	
-0.656386 	0.155601 	-0.465183 	-1.18986 	549.552 	0.527771 	199.144 	-0.0523856 	0.565607 	504.118 	318.165 	27.3456 	749.017 	0.167635 	0.00542432 	
-0.644429 	0.191917 	-0.47332 	-1.18812 	549.652 	0.642979 	199.192 	-0.0213471 	0.601777 	504.173 	318.145 	27.3867 	748.977 	0.234127 	0.112455 	
-0.660879 	0.172126 	-0.476945 	-1.16954 	549.645 	0.607709 	199.143 	-0.0556536 	0.569831 	504.162 	318.125 	27.3885 	748.871 	0.248725 	0.216244 	
-0.661633 	0.191137 	-0.470598 	-1.19407 	549.644 	0.63525 	199.261 	-0.028266 	0.613202 	504.129 	318.154 	27.3226 	748.873 	0.260227 	0.182441 	
