0.296995 	0.742613 	-0.400425 	0 	0 	0 	0 	0 	0 	0.174852 	550.089 	0.617396 	199.823 	-0.0626889 	0.787531 	506.497 	382.541 	27.0186 	506.566 	320.184 	28.3932 	509.34          528.868 	28.8958 	749.86          -0.202526 	0.0776397 	746.216 	456.825 	29.4089 	841.605 	407.397 	27.2956 	849.84          255.768 	30.3054 	853.598 	522.566 	32.8036 	852.089 	459.019 	35.1239 	
0.257433 	0.773569 	-0.360742 	0 	0 	0 	0 	0 	0 	0.148534 	550.106 	0.605375 	199.799 	-0.0201514 	0.716951 	506.52          382.441 	26.895          506.695 	320.167 	28.1964 	509.361 	528.937 	28.9809 	749.866 	-0.224203 	0.0627478 	746.226 	456.856 	29.412          841.933 	405.173 	24.864          849.922 	255.954 	30.2347 	853.611 	522.584 	32.8192 	854.156 	456.914 	31.3984 	
0.238039 	0.737023 	-0.436819 	0 	0 	0 	0 	0 	0 	0.156633 	550.114 	0.600475 	199.822 	-0.0519126 	0.742981 	506.707 	382.426 	26.7315 	506.6           320.155 	28.2007 	509.273 	528.961 	29.0369 	749.97          -0.22618 	0.01955 	746.225 	456.853 	29.4024 	841.94          405.092 	24.9297 	849.838 	255.685 	30.2755 	853.609 	522.564 	32.8118 	854.04          456.705 	31.5562 	
0.222973 	0.735139 	-0.450207 	0 	0 	0 	0 	0 	0 	0.17996 	550.116 	0.617808 	199.809 	-0.0463437 	0.74774 	506.611 	382.552 	26.9537 	506.572 	320.212 	28.3674 	509.354 	528.876 	28.8931 	749.992 	-0.208422 	0.00590225 	746.21          456.819 	29.4019 	842.048 	405.099 	24.8372 	849.817 	255.685 	30.3116 	853.753 	522.605 	32.7975 	854.095 	456.991 	31.2664 	
0.219659 	0.718001 	-0.438879 	0 	0 	0 	0 	0 	0 	0.161957 	550.115 	0.586026 	199.819 	-0.0520392 	0.746994 	506.588 	382.403 	26.7713 	506.67          320.139 	28.2262 	509.35          528.878 	28.8771 	749.871 	-0.238827 	0.0751312 	746.214 	456.842 	29.4106 	842.004 	405.162 	24.9266 	849.966 	255.947 	30.1726 	853.742 	522.612 	32.8276 	854.16          456.928 	31.3746 	
0.200444 	0.783653 	-0.377442 	0 	0 	0 	0 	0 	0 	0.163839 	550.123 	0.57884 	199.818 	-0.0378369 	0.722687 	506.536 	382.448 	26.8909 	506.579 	320.217 	28.3742 	509.345 	528.876 	28.8473 	749.864 	-0.228955 	0.0665522 	746.213 	456.84          29.4185 	841.97          405.188 	24.8588 	849.782 	255.762 	30.4146 	853.599 	522.543 	32.8235 	854.133 	456.895 	31.4162 	
0.243409 	0.773272 	-0.350494 	0 	0 	0 	0 	0 	0 	0.166318 	550.128 	0.60032 	199.802 	-0.0443405 	0.755335 	506.532 	382.45          26.899          506.581 	320.213 	28.377          509.273 	528.99          29.0495 	749.886 	-0.228232 	0.0617422 	746.222 	456.845 	29.4133 	841.959 	405.101 	24.9124 	849.832 	255.691 	30.3058 	853.755 	522.633 	32.8021 	854.19          456.92          31.3787 	
0.260658 	0.712455 	-0.398305 	0 	0 	0 	0 	0 	0 	0.159222 	550.095 	0.600241 	199.805 	-0.0381402 	0.712766 	506.588 	382.39          26.7836 	506.696 	320.108 	28.0714 	509.338 	528.866 	28.8828 	749.982 	-0.194856 	0.00741502 	746.21          456.833 	29.3883 	842.013 	405.135 	24.9268 	849.855 	255.756 	30.336          853.627 	522.597 	32.7783 	854.148 	456.923 	31.3854 	
0.248648 	0.746116 	-0.358356 	0 	0 	0 	0 	0 	0 	0.155662 	550.111 	0.61705 	199.813 	-0.0347198 	0.743913 	506.601 	382.393 	26.7569 	506.676 	320.152 	28.2208 	509.353 	528.847 	28.8761 	749.871 	-0.228947 	0.0795203 	746.221 	456.852 	29.4089 	842.054 	405.154 	24.8827 	849.823 	255.709 	30.2989 	853.739 	522.593 	32.8328 	854.04          456.713 	31.5661 	
0.269753 	0.739192 	-0.392114 	0 	0 	0 	0 	0 	0 	0.158498 	550.128 	0.600441 	199.817 	-0.0463435 	0.732598 	506.53          382.449 	26.8975 	506.675 	320.144 	28.2029 	509.272 	528.977 	29.018          749.87          -0.251871 	0.0723464 	746.179 	456.924 	29.5077 	842.008 	405.096 	24.8222 	849.795 	255.827 	30.4553 	853.609 	522.578 	32.8082 	854.01          456.677 	31.5926 	
0.184871 	0.764559 	-0.373448 	0 	0 	0 	0 	0 	0 	0.159282 	550.249 	0.492063 	199.815 	-0.0557587 	0.731741 	506.536 	382.434 	26.895          506.558 	320.203 	28.3716 	509.274 	528.983 	29.0302 	749.964 	-0.212606 	0.0255546 	746.165 	456.912 	29.506          842.004 	405.149 	24.9238 	849.833 	255.709 	30.3064 	853.607 	522.567 	32.817          854.164 	456.918 	31.3715 	
0.271089 	0.726079 	-0.398898 	0 	0 	0 	0 	0 	0 	0.160194 	550.118 	0.587666 	199.819 	-0.0603846 	0.739919 	506.534 	382.44          26.8915 	506.704 	320.189 	28.2538 	509.359 	528.877 	28.8565 	749.989 	-0.20626 	0.00572289 	746.198 	456.84          29.4164 	842.191 	405.196 	24.838          849.794 	255.751 	30.4111 	853.761 	522.608 	32.8184 	854.264 	456.913 	31.348 	
0.264296 	0.768017 	-0.342992 	0 	0 	0 	0 	0 	0 	0.157887 	550.091 	0.620735 	199.812 	-0.0382861 	0.73731 	506.681 	382.477 	26.8017 	506.486 	320.206 	28.3477 	509.361 	528.857 	28.8792 	749.989 	-0.22032 	0.0150281 	746.222 	456.822 	29.4091 	842.034 	405.146 	24.7981 	849.81          255.687 	30.302          853.627 	522.571 	32.7948 	854.163 	456.945 	31.3762 	
0.241215 	0.752367 	-0.352754 	0 	0 	0 	0 	0 	0 	0.153037 	550.1           0.568434 	199.827 	-0.0340045 	0.738981 	506.682 	382.509 	26.8082 	506.576 	320.208 	28.3795 	509.365 	528.931 	28.9904 	749.877 	-0.203958 	0.0437661 	746.208 	456.835 	29.411          841.998 	405.159 	24.917          849.837 	255.69          30.2948 	853.618 	522.589 	32.7952 	854.151 	456.917 	31.4082 	
0.253027 	0.77857 	-0.356294 	0 	0 	0 	0 	0 	0 	0.15174 	550.102 	0.617054 	199.825 	-0.0625359 	0.743289 	506.722 	382.447 	26.7152 	506.699 	320.166 	28.1905 	509.35          528.888 	28.8763 	749.87          -0.235356 	0.0692791 	746.229 	456.847 	29.4088 	842.11          405.193 	24.9018 	849.839 	255.675 	30.3143 	853.768 	522.629 	32.8114 	854.048 	456.712 	31.5539 	
0.253578 	0.759907 	-0.367857 	0 	0 	0 	0 	0 	0 	0.139578 	550.241 	0.474499 	199.825 	-0.0450394 	0.715827 	506.517 	382.537 	26.9922 	506.757 	320.082 	28.1078 	509.361 	528.897 	28.8482 	749.994 	-0.20842 	-0.00977698 	746.185 	456.94          29.4934 	842.039 	405.235 	24.8601 	849.888 	255.756 	30.323          853.63          522.604 	32.8281 	854.175 	456.926 	31.3742 	
0.201716 	0.727413 	-0.485383 	0 	0 	0 	0 	0 	0 	-0.0252986 	550.168 	0.547949 	199.768 	-0.126767 	0.75441 	506.564 	382.725 	26.824          506.8           320.111 	28.0319 	509.442 	529.052 	28.5661 	749.992 	-0.217544 	0.00314116 	746.341 	457.11          29.2053 	842.13          405.219 	24.8117 	849.898 	255.844 	30.4324 	853.654 	522.64          32.8464 	854.238 	456.94          31.3448 	
0.179728 	0.768886 	-0.426295 	0 	0 	0 	0 	0 	0 	0.013592 	550.164 	0.46024 	199.864 	-0.158034 	0.639117 	506.557 	382.715 	26.841          506.665 	320.104 	28.1262 	509.425 	529.077 	28.5862 	749.992 	-0.2185 	-0.0113411 	746.333 	457.079 	29.2192 	842.157 	405.231 	24.7939 	849.952 	255.776 	30.3243 	853.729 	522.668 	32.9508 	854.257 	456.957 	31.304 	
0.193519 	0.703345 	-0.481178 	0 	0 	0 	0 	0 	0 	-0.120687 	550.038 	0.452949 	199.864 	-0.150816 	0.609795 	506.567 	382.74          26.8204 	506.798 	320.089 	28.0838 	509.37          529.058 	28.501          750.003 	-0.201664 	-0.0344756 	746.487 	457.117 	29.1171 	842.135 	405.218 	24.8058 	850.055 	255.733 	30.2228 	853.857 	522.763 	32.8939 	854.258 	456.943 	31.3142 	
0.208848 	0.721524 	-0.479052 	0 	0 	0 	0 	0 	0 	-0.128811 	550.091 	0.564378 	199.759 	-0.116507 	0.748439 	506.557 	382.739 	26.8272 	506.717 	319.992 	27.9383 	509.266 	529.027 	28.4885 	749.997 	-0.204935 	-0.0264637 	746.331 	457.112 	29.1972 	842.154 	405.219 	24.7997 	849.941 	255.764 	30.3338 	853.84          522.727 	32.9009 	854.234 	456.961 	31.3246 	
0.210711 	0.692735 	-0.454863 	0 	0 	0 	0 	0 	0 	-0.0809912 	550.024 	0.529595 	199.756 	-0.12162 	0.767667 	506.556 	382.724 	26.8086 	506.704 	320.063 	28.0729 	509.447 	529.111 	28.7232 	749.988 	-0.215691 	-0.00193871 	746.328 	457.081 	29.2032 	842.133 	405.194 	24.8153 	849.916 	255.758 	30.3355 	853.648 	522.637 	32.8319 	854.222 	456.951 	31.3597 	
0.192322 	0.68812 	-0.430091 	0 	0 	0 	0 	0 	0 	0.0850342 	550.151 	0.501916 	199.773 	-0.135355 	0.769323 	506.543 	382.683 	26.8301 	506.774 	320.077 	28.0627 	509.279 	528.863 	28.8314 	750.002 	-0.216065 	0.00473865 	746.335 	457.067 	29.2258 	842.126 	405.219 	24.7964 	849.806 	255.8           30.4294 	853.672 	522.596 	32.8172 	854.206 	456.948 	31.3392 	
0.271128 	0.71731 	-0.424246 	0 	0 	0 	0 	0 	0 	0.164808 	550.103 	0.584976 	199.824 	-0.0200035 	0.704447 	506.642 	382.501 	26.855          506.582 	320.227 	28.3712 	509.357 	528.891 	28.8718 	750.005 	-0.201651 	-0.0223675 	746.225 	456.842 	29.4083 	841.937 	405.161 	24.8714 	849.815 	255.776 	30.3988 	853.629 	522.576 	32.8112 	854.166 	456.925 	31.3859 	
0.270624 	0.704731 	-0.393141 	0 	0 	0 	0 	0 	0 	0.15152 	550.095 	0.603867 	199.806 	-0.0270639 	0.726278 	506.537 	382.437 	26.8996 	506.562 	320.217 	28.3779 	509.264 	528.988 	29.0114 	749.978 	-0.200883 	0.00879028 	746.224 	456.858 	29.3776 	842.016 	405.223 	24.8645 	849.833 	255.699 	30.279          853.619 	522.595 	32.7934 	854.17          456.947 	31.3668 	
0.184986 	0.745703 	-0.353852 	0 	0 	0 	0 	0 	0 	0.147032 	550.114 	0.616251 	199.83          -0.0635434 	0.728234 	506.653 	382.499 	26.8395 	506.703 	320.191 	28.2309 	509.363 	528.864 	28.8692 	749.978 	-0.21842 	0.019679 	746.21          456.857 	29.3974 	842.033 	405.21          24.8566 	849.941 	255.879 	30.1475 	853.616 	522.574 	32.8008 	854.16          456.936 	31.3833
